Timestamp,Open,High,Low,Close,Adj Close,Volume
6/22/2020,5595,5660,5530,5540,5054.530762,51590500
6/23/2020,5570,5660,5520,5620,5127.520508,69954000
6/24/2020,5650,5760,5640,5705,5205.071289,57333000
6/25/2020,5700,5745,5640,5725,5223.319824,51415000
6/26/2020,5720,5760,5640,5645,5150.32959,57467500
6/29/2020,5640,5695,5585,5675,5177.700195,48796500
6/30/2020,5700,5740,5660,5695,5195.948242,74474000
7/1/2020,5700,5800,5675,5800,5291.74707,63959000
7/2/2020,5775,5870,5760,5870,5355.612793,75585500
7/3/2020,5870,5905,5840,5870,5355.612793,52219000
7/6/2020,5860,5935,5850,5935,5414.916504,67800000
7/7/2020,5940,5995,5900,5990,5465.097168,74168000
7/8/2020,5990,6265,5980,6200,5656.694824,106444500
7/9/2020,6210,6240,6030,6100,5565.458008,93543500
7/10/2020,6100,6240,6080,6200,5656.694824,67224000
7/13/2020,6230,6240,6140,6175,5633.885742,86006000
7/14/2020,6175,6200,6110,6200,5656.694824,45616500
7/15/2020,6200,6240,6150,6150,5611.07666,61468000
7/16/2020,6150,6200,6140,6180,5638.447754,66520500
7/17/2020,6135,6180,6040,6120,5583.705566,73348000
7/20/2020,6120,6160,6060,6140,5601.952637,59794500
7/21/2020,6100,6235,6100,6200,5656.694824,84159500
7/22/2020,6210,6250,6130,6180,5638.447754,44725500
7/23/2020,6180,6215,6140,6200,5656.694824,84026500
7/24/2020,6200,6200,6100,6100,5565.458008,58366500
7/27/2020,6100,6140,6000,6100,5565.458008,41972500
7/28/2020,6120,6200,6060,6185,5643.009277,65279000
7/29/2020,6185,6185,6100,6135,5597.391113,50262500
7/30/2020,6135,6240,6055,6240,5693.189453,80533500
8/3/2020,6220,6235,5825,6130,5592.82959,137079000
8/4/2020,6155,6220,6130,6210,5665.818848,79357000
8/5/2020,6200,6220,6100,6205,5661.257813,49393000
8/6/2020,6215,6295,6185,6260,5711.436523,55258500
8/7/2020,6265,6285,6160,6180,5638.447754,43621000
8/10/2020,6180,6200,6105,6120,5583.705566,37774500
8/11/2020,6140,6200,6130,6175,5633.885742,38795500
8/12/2020,6175,6260,6160,6260,5711.436523,35612000
8/13/2020,6260,6300,6180,6300,5747.931152,48581000
8/14/2020,6300,6405,6240,6405,5843.730957,57316000
8/18/2020,6405,6425,6300,6360,5802.674316,81563500
8/19/2020,6360,6410,6310,6330,5775.303223,58793500
8/24/2020,6340,6380,6280,6315,5761.617188,66882500
8/25/2020,6320,6380,6305,6365,5807.236328,49211000
8/26/2020,6385,6390,6305,6340,5784.42627,42983000
8/27/2020,6365,6600,6340,6600,6021.643066,68326000
8/28/2020,6560,6600,6425,6495,5925.84375,52292500
8/31/2020,6500,6540,6275,6275,5725.121582,97032000
9/1/2020,6280,6520,6240,6520,5948.652832,67446000
9/2/2020,6520,6560,6365,6435,5871.102539,66065000
9/3/2020,6465,6500,6300,6500,5930.40625,68208500
9/4/2020,6450,6450,6265,6380,5820.921875,80613500
9/7/2020,6335,6360,6200,6285,5734.246582,64249500
9/8/2020,6285,6360,6285,6335,5779.864746,39649000
9/9/2020,6300,6320,6210,6245,5697.751953,49285000
9/10/2020,6220,6220,5810,5810,5300.870117,175735000
9/11/2020,5800,5975,5620,5905,5387.546387,403032500
9/14/2020,6000,6115,5985,6050,5519.840332,138115000
9/15/2020,6040,6100,5860,5860,5346.48877,170087000
9/16/2020,5860,5870,5745,5750,5246.12793,158565500
9/17/2020,5750,5855,5665,5755,5250.689453,138796000
9/18/2020,5700,5735,5570,5630,5136.643555,316912000
9/21/2020,5640,5735,5595,5605,5113.835449,112443000
9/22/2020,5520,5565,5430,5450,4972.417969,163442500
9/23/2020,5450,5585,5425,5505,5022.597656,100517000
9/24/2020,5430,5535,5390,5445,4967.855469,88618500
9/25/2020,5480,5625,5460,5610,5118.396484,100705000
9/28/2020,5650,5695,5500,5515,5031.720703,93522000
9/29/2020,5575,5635,5460,5505,5022.597656,117778500
9/30/2020,5565,5565,5420,5420,4945.046875,107377000
10/1/2020,5485,5570,5480,5570,5081.901367,56893000
10/2/2020,5560,5565,5440,5505,5022.597656,66848000
10/5/2020,5515,5560,5460,5520,5036.282715,58291000
10/6/2020,5630,5715,5600,5700,5200.510742,141955500
10/7/2020,5600,5755,5580,5755,5250.689453,89937500
10/8/2020,5790,5800,5710,5780,5273.499512,77384500
10/9/2020,5750,5775,5720,5775,5268.9375,54250500
10/12/2020,5840,5875,5830,5855,5341.927734,82918500
10/13/2020,5840,5860,5770,5855,5341.927734,48250500
10/14/2020,5840,5900,5810,5900,5382.984375,83117500
10/15/2020,5875,5880,5760,5785,5278.061523,82067000
10/16/2020,5785,5790,5730,5760,5255.252441,89051500
10/19/2020,5750,5900,5710,5900,5382.984375,56871500
10/20/2020,5880,5880,5785,5805,5296.308594,74995500
10/21/2020,5860,5865,5730,5780,5273.499512,77944000
10/22/2020,5740,5800,5705,5800,5291.74707,96872500
10/23/2020,5840,5840,5750,5770,5264.375488,66328000
10/26/2020,5725,5835,5725,5815,5305.432617,70452500
10/27/2020,5815,5830,5755,5790,5282.623047,89482000
11/2/2020,5760,5825,5720,5820,5309.994141,151006500
11/3/2020,5840,5895,5835,5890,5373.86084,78152000
11/4/2020,5900,5940,5785,5820,5309.994141,78626000
11/5/2020,5900,6180,5900,6150,5611.07666,161090000
11/6/2020,6160,6300,6060,6300,5747.931152,137303500
11/9/2020,6300,6400,6215,6285,5734.246582,82739500
11/10/2020,6395,6600,6380,6480,5912.158203,191073500
11/11/2020,6540,6565,6480,6540,5966.900879,131383500
11/12/2020,6410,6495,6405,6420,5857.416504,83082500
11/13/2020,6420,6450,6320,6390,5830.04541,82374500
11/16/2020,6485,6485,6385,6480,5912.158203,54905000
11/17/2020,6500,6565,6490,6550,5976.024902,119784000
11/18/2020,6550,6575,6540,6570,5994.271484,99789000
11/19/2020,6520,6640,6515,6615,6035.32959,147346500
